order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
21252,56,87,Veg Biryani,2025-08-24,03:48:06,Completed,1276.15
21253,3909,143,Pizza,2025-09-28,00:42:38,Pending,1868.4
21254,716,185,Paneer Curry,2024-08-12,13:21:22,Pending,1069.77
21255,1732,207,Pasta,2024-12-12,14:22:47,Cancelled,1862.64
21256,4488,216,Veg Biryani,2026-01-13,19:19:41,Cancelled,195.19
21257,958,254,Dosa,2024-12-04,05:48:07,Cancelled,1526.56
21258,898,169,Pizza,2025-05-06,15:10:58,Completed,1245.78
21259,929,248,Veg Biryani,2024-09-11,05:36:42,Completed,452.37
21260,1721,98,Fried Rice,2024-10-19,11:43:32,Completed,1855.86
21261,3626,207,Pasta,2025-08-05,03:36:51,Completed,1167.56
21262,2305,6,Dosa,2024-01-17,12:25:43,Cancelled,122.49
21263,974,176,Veg Biryani,2025-05-12,12:31:09,Pending,163.94
21264,371,177,Paneer Curry,2025-10-15,20:41:02,Pending,431.62
21265,656,7,Dosa,2024-08-24,04:38:55,Cancelled,1056.32
21266,4137,91,Pizza,2026-03-01,06:06:27,Pending,872.67
21267,4267,151,Chicken Biryani,2024-07-15,00:04:14,Cancelled,937.82
21268,541,264,Veg Biryani,2025-05-04,05:23:08,Cancelled,1785.35
21269,3694,31,Chicken Biryani,2024-01-17,14:38:29,Cancelled,1903.86
21270,308,257,Veg Biryani,2025-08-13,23:26:15,Completed,1472.51
21271,2044,181,Pizza,2025-04-01,17:32:02,Cancelled,175.52
21272,3263,70,Burger,2025-11-22,13:07:12,Cancelled,135.73
21273,2954,16,Fried Rice,2025-09-03,02:32:51,Completed,1842.44
21274,4645,61,Pizza,2025-08-20,18:24:05,Cancelled,585.97
21275,1878,14,Fried Rice,2024-01-26,01:14:50,Pending,1458.18
21276,4132,138,Dosa,2025-07-11,10:04:33,Cancelled,1687.75
21277,151,276,Paneer Curry,2026-01-07,08:53:47,Pending,1456.44
21278,1529,3,Pasta,2024-01-14,15:46:22,Pending,582.86
21279,4975,273,Chicken Biryani,2024-07-20,00:25:29,Cancelled,1391.58
21280,1133,217,Veg Biryani,2025-10-11,09:35:19,Cancelled,752.37
21281,498,98,Chicken Biryani,2024-03-12,09:05:19,Cancelled,1948.22
21282,3988,246,Burger,2025-10-31,11:16:14,Cancelled,1542.45
21283,4428,279,Dosa,2024-01-29,03:59:45,Cancelled,514.33
21284,4335,202,Paneer Curry,2024-04-30,23:26:03,Completed,1797.61
21285,3355,280,Burger,2024-05-10,11:51:56,Cancelled,1599.75
21286,4926,145,Pizza,2024-10-07,20:38:26,Cancelled,1693.45
21287,2872,162,Burger,2026-03-01,17:36:07,Pending,361.43
21288,1447,174,Chicken Biryani,2025-11-10,05:46:10,Completed,448.48
21289,1036,32,Fried Rice,2024-03-30,20:11:05,Pending,1517.2
21290,3377,46,Chicken Biryani,2025-07-09,03:31:29,Completed,1423.62
21291,4350,131,Fried Rice,2024-07-23,16:51:24,Cancelled,1940.83
21292,4066,283,Veg Biryani,2024-06-30,04:01:43,Cancelled,214.33
21293,4686,152,Pizza,2024-03-30,16:20:19,Cancelled,436.37
21294,2904,204,Paneer Curry,2026-01-02,02:05:41,Completed,1997.07
21295,3281,273,Burger,2024-07-06,18:06:59,Cancelled,368.22
21296,1146,257,Chicken Biryani,2026-01-27,02:05:07,Completed,1638.54
21297,469,20,Dosa,2025-06-23,20:03:31,Pending,416.66
21298,1460,273,Fried Rice,2025-09-12,07:39:31,Completed,627.98
21299,4571,286,Pizza,2024-03-22,02:32:07,Pending,528.35
21300,3617,19,Chicken Biryani,2024-04-09,12:09:40,Pending,1741.66
21301,4842,12,Fried Rice,2025-10-16,03:54:24,Cancelled,159.98
21302,1860,91,Dosa,2025-02-07,00:14:49,Cancelled,1794.39
21303,2991,89,Veg Biryani,2025-05-04,00:24:24,Cancelled,643.31
21304,4463,122,Burger,2025-03-03,21:12:04,Completed,1958.68
21305,891,47,Paneer Curry,2025-05-30,04:40:47,Pending,1037.33
21306,331,105,Pasta,2025-09-03,22:17:48,Completed,1982.53
21307,3184,110,Pizza,2025-12-19,05:11:49,Pending,324.87
21308,4058,158,Paneer Curry,2024-07-15,17:58:22,Completed,1480.65
21309,4592,38,Veg Biryani,2025-01-24,16:15:32,Pending,1856.59
21310,4882,63,Veg Biryani,2025-06-20,03:34:28,Pending,759.44
21311,1937,122,Dosa,2024-08-15,12:12:20,Pending,675.8
21312,4837,215,Pizza,2024-10-13,10:51:03,Cancelled,157.05
21313,3965,30,Burger,2025-04-27,03:05:06,Pending,588.87
21314,3645,262,Fried Rice,2024-02-18,08:27:20,Completed,1138.3
21315,4105,86,Pizza,2025-08-10,18:11:38,Cancelled,1212.14
21316,4995,48,Burger,2024-05-03,19:47:42,Cancelled,1441.06
21317,1853,243,Dosa,2025-09-20,10:57:52,Pending,656
21318,2231,272,Chicken Biryani,2024-08-13,15:01:50,Pending,999.41
21319,4755,297,Chicken Biryani,2024-07-17,12:37:16,Pending,1893.7
21320,3813,49,Burger,2026-02-08,03:27:41,Cancelled,269.19
21321,2109,85,Dosa,2024-11-14,19:49:40,Cancelled,540.34
21322,3483,184,Paneer Curry,2025-06-25,18:55:02,Cancelled,824.4
21323,1706,106,Paneer Curry,2024-02-08,07:06:48,Completed,664.12
21324,517,164,Dosa,2025-03-31,23:35:53,Cancelled,1375.47
21325,528,103,Veg Biryani,2025-03-09,05:27:53,Pending,1969.39
21326,2133,203,Veg Biryani,2025-09-24,17:19:17,Pending,692.91
21327,1917,224,Paneer Curry,2024-11-30,23:10:59,Cancelled,382.68
21328,4171,299,Veg Biryani,2025-08-18,01:46:02,Completed,1506.33
21329,509,117,Fried Rice,2024-10-23,18:09:30,Pending,712.43
21330,4348,195,Burger,2024-03-12,18:49:22,Completed,512.68
21331,4055,158,Paneer Curry,2025-09-09,11:26:16,Completed,1796.27
21332,3883,236,Chicken Biryani,2024-03-08,11:17:56,Pending,1464.87
21333,4360,276,Veg Biryani,2025-02-11,00:15:01,Cancelled,868.46
21334,4182,287,Veg Biryani,2026-02-13,15:10:52,Pending,1115.24
21335,3108,193,Dosa,2024-07-29,02:43:10,Completed,1949.36
21336,159,178,Pizza,2025-05-04,08:28:55,Cancelled,1808.06
21337,1909,170,Pizza,2024-07-25,22:08:31,Cancelled,130.11
21338,1516,114,Dosa,2024-06-30,14:02:50,Completed,340.53
21339,2554,295,Fried Rice,2024-07-31,21:00:21,Completed,1207.9
21340,870,36,Pasta,2024-06-29,11:58:41,Completed,1116.5
21341,2861,287,Fried Rice,2025-06-14,01:05:34,Cancelled,1690.86
21342,1201,8,Burger,2024-03-05,22:06:03,Cancelled,1906.95
21343,3596,75,Burger,2025-03-26,18:17:03,Completed,1154.36
21344,1689,167,Dosa,2024-04-01,16:51:32,Pending,805.04
21345,1486,91,Chicken Biryani,2024-03-07,17:03:34,Cancelled,348.6
21346,2961,196,Veg Biryani,2024-03-24,13:30:38,Cancelled,1831.06
21347,3106,246,Pizza,2024-10-23,12:21:06,Cancelled,1036.67
21348,4162,205,Chicken Biryani,2024-12-06,20:37:39,Cancelled,865.5
21349,1671,15,Chicken Biryani,2026-01-26,20:39:50,Cancelled,1046.2
21350,3891,72,Pizza,2024-07-17,19:51:49,Cancelled,563.7
21351,1460,275,Chicken Biryani,2024-09-21,02:05:39,Pending,1090.68
21352,31,23,Veg Biryani,2024-10-24,05:30:07,Cancelled,783.33
21353,1851,172,Paneer Curry,2025-05-07,13:24:21,Pending,294.81
21354,572,187,Fried Rice,2024-07-01,23:56:58,Pending,1316.14
21355,3752,1,Veg Biryani,2024-12-03,10:08:08,Pending,1688.47
21356,3137,69,Paneer Curry,2026-02-27,01:13:51,Cancelled,1102.43
21357,3258,228,Veg Biryani,2025-01-18,12:21:51,Pending,500.1
21358,600,89,Pizza,2024-11-14,08:53:53,Completed,204.73
21359,2023,245,Veg Biryani,2024-07-27,21:12:48,Pending,187.37
21360,3458,238,Fried Rice,2025-02-09,17:51:55,Pending,1749.49
21361,2123,20,Pizza,2025-06-24,10:46:30,Pending,816.72
21362,1686,108,Chicken Biryani,2024-10-12,10:22:39,Pending,1494.32
21363,3089,115,Chicken Biryani,2025-01-24,21:48:53,Pending,1343.73
21364,3288,18,Fried Rice,2025-08-12,09:24:15,Completed,327.23
21365,889,236,Dosa,2024-02-24,04:50:31,Pending,1267.86
21366,4206,284,Paneer Curry,2026-02-15,01:21:25,Pending,950.49
21367,4101,64,Paneer Curry,2026-02-07,22:04:06,Pending,1338.54
21368,2393,196,Pasta,2026-01-12,03:34:47,Pending,1994.36
21369,4743,211,Veg Biryani,2024-04-14,15:12:59,Cancelled,1010.64
21370,4790,151,Burger,2025-09-15,10:58:28,Pending,1659.42
21371,1736,127,Veg Biryani,2025-11-17,23:47:58,Completed,883.83
21372,4156,50,Chicken Biryani,2025-02-23,08:00:15,Cancelled,1031.56
21373,2240,261,Fried Rice,2024-10-21,08:39:09,Cancelled,268.26
21374,607,251,Pasta,2025-11-09,04:54:59,Completed,1370.76
21375,4661,95,Pasta,2024-01-04,23:31:42,Cancelled,1176.35
21376,2612,194,Dosa,2024-02-24,01:51:45,Completed,358.49
21377,1460,265,Veg Biryani,2024-09-06,21:24:29,Cancelled,341.2
21378,3294,230,Pasta,2024-09-18,21:46:45,Cancelled,602.36
21379,2747,170,Burger,2025-05-12,14:03:44,Cancelled,1773.45
21380,1295,68,Fried Rice,2024-08-13,02:46:21,Cancelled,618.06
21381,3233,187,Pizza,2025-06-10,09:19:37,Cancelled,1706.54
21382,3453,94,Veg Biryani,2024-03-16,08:32:30,Pending,1689.87
21383,602,182,Burger,2025-10-16,23:48:57,Completed,880.34
21384,4562,10,Veg Biryani,2024-08-02,20:25:31,Pending,898.3
21385,4250,220,Pizza,2024-04-06,11:42:56,Pending,1072.57
21386,3284,178,Pasta,2024-02-25,18:23:55,Completed,528.99
21387,2469,291,Veg Biryani,2024-12-29,00:35:31,Pending,1839.02
21388,1831,221,Veg Biryani,2025-02-10,22:54:14,Cancelled,1394.93
21389,2636,280,Pizza,2024-01-18,05:21:31,Pending,1032.58
21390,1387,282,Pasta,2025-12-25,02:43:40,Completed,467.17
21391,3594,44,Chicken Biryani,2025-12-07,21:16:43,Cancelled,744.03
21392,1235,127,Fried Rice,2024-11-04,23:12:27,Cancelled,1968.36
21393,2880,245,Pasta,2026-01-06,15:16:48,Cancelled,1930.36
21394,345,218,Burger,2024-10-16,20:36:39,Pending,1889.31
21395,151,100,Chicken Biryani,2024-11-18,21:10:34,Cancelled,1647.4
21396,4321,54,Chicken Biryani,2024-01-11,06:28:00,Pending,1813.61
21397,1827,269,Burger,2024-05-21,06:55:36,Cancelled,1961.26
21398,4448,216,Pasta,2025-11-26,08:08:54,Cancelled,1607.44
21399,2505,1,Pasta,2025-05-06,10:02:05,Pending,1687.92
21400,1084,138,Paneer Curry,2025-07-08,07:21:47,Pending,1811.93
21401,3763,124,Paneer Curry,2024-07-17,22:27:17,Cancelled,413.08
21402,1583,248,Dosa,2025-09-05,01:40:20,Completed,1730.99
21403,1810,221,Pizza,2024-09-26,10:29:23,Cancelled,535.67
21404,796,135,Pasta,2025-03-14,09:55:02,Pending,458.84
21405,3309,279,Dosa,2024-09-28,20:09:04,Cancelled,1874.27
21406,682,103,Chicken Biryani,2025-01-19,20:59:01,Pending,984.14
21407,4244,139,Pasta,2025-10-22,08:41:50,Pending,1068.72
21408,2314,153,Pasta,2025-02-12,16:08:35,Pending,647.91
21409,2640,18,Chicken Biryani,2025-01-11,23:20:00,Cancelled,1034.82
21410,4598,121,Fried Rice,2026-01-24,05:18:13,Cancelled,1969.46
21411,2940,173,Burger,2024-11-10,14:59:43,Pending,323.21
21412,4281,83,Pizza,2024-07-14,08:16:09,Pending,1187.26
21413,1581,178,Pizza,2024-10-02,10:37:06,Pending,410.47
21414,4361,30,Fried Rice,2024-05-06,12:32:15,Pending,148.25
21415,3461,236,Fried Rice,2025-11-21,03:00:44,Cancelled,273.24
21416,2161,226,Dosa,2025-09-08,16:37:40,Completed,1743.08
21417,2781,113,Veg Biryani,2025-10-18,19:36:46,Pending,1328.44
21418,500,275,Fried Rice,2024-01-29,19:33:26,Completed,1900.28
21419,4892,125,Paneer Curry,2024-12-07,09:06:42,Cancelled,864.41
21420,1516,180,Veg Biryani,2025-08-24,00:47:32,Cancelled,1541.46
21421,605,21,Pasta,2025-08-20,21:28:12,Cancelled,997.47
21422,2655,216,Pizza,2024-08-08,18:48:31,Completed,1855.25
21423,3841,212,Fried Rice,2025-06-09,16:08:10,Cancelled,1125.88
21424,839,140,Veg Biryani,2025-02-08,01:53:48,Cancelled,1758.96
21425,1297,271,Pizza,2025-11-14,00:25:38,Cancelled,1524.63
21426,869,93,Veg Biryani,2024-02-02,18:03:28,Completed,886.66
21427,371,250,Burger,2026-01-27,03:40:01,Pending,1621.78
21428,3641,224,Dosa,2024-07-27,04:20:44,Pending,1769.41
21429,4719,38,Paneer Curry,2025-10-12,19:11:44,Cancelled,1777.88
21430,2696,177,Veg Biryani,2025-04-30,12:34:02,Pending,1759.37
21431,3096,236,Pasta,2024-03-30,01:39:23,Completed,921.61
21432,1145,123,Veg Biryani,2025-09-14,04:29:51,Pending,492.16
21433,3868,241,Pasta,2025-02-28,00:05:34,Pending,835.08
21434,2493,28,Paneer Curry,2025-05-18,16:26:58,Completed,598.33
21435,59,77,Paneer Curry,2025-07-26,18:35:11,Completed,1148.37
21436,3787,56,Burger,2025-02-09,18:36:38,Cancelled,1193.22
21437,2208,102,Burger,2024-02-05,23:50:33,Completed,527.37
21438,3487,43,Chicken Biryani,2025-12-25,17:46:51,Completed,438.25
21439,2420,294,Burger,2024-08-03,20:02:25,Cancelled,718.15
21440,1814,276,Fried Rice,2024-08-25,10:48:01,Pending,1444.15
21441,4891,193,Pasta,2026-02-03,21:39:09,Completed,621.61
21442,2790,98,Chicken Biryani,2024-04-01,09:15:38,Completed,1913.89
21443,2884,250,Paneer Curry,2026-03-05,11:14:08,Pending,1617.19
21444,1419,133,Fried Rice,2025-03-27,10:28:40,Completed,1965.3
21445,616,249,Veg Biryani,2025-08-12,17:00:16,Cancelled,1685.38
21446,3621,115,Veg Biryani,2024-06-30,08:54:56,Cancelled,965.25
21447,2939,138,Burger,2024-03-22,00:39:04,Completed,1474.51
21448,4611,230,Paneer Curry,2024-06-22,05:29:53,Cancelled,1107.9
21449,4651,279,Chicken Biryani,2025-01-17,18:49:30,Cancelled,831.67
21450,4265,300,Fried Rice,2026-02-15,08:23:52,Cancelled,1490.59
21451,4145,126,Fried Rice,2025-11-03,08:46:25,Completed,1930.16
21452,2173,2,Paneer Curry,2024-03-06,07:08:39,Pending,1480.13
21453,4799,270,Dosa,2024-03-17,00:43:33,Completed,1280.36
21454,4256,228,Burger,2026-03-11,06:42:25,Cancelled,160.12
21455,2094,108,Fried Rice,2025-01-20,08:55:17,Completed,1944.94
21456,1532,22,Fried Rice,2025-11-23,00:59:25,Pending,1828.34
21457,3188,153,Dosa,2025-02-12,04:14:24,Cancelled,1409.61
21458,517,58,Pasta,2024-02-07,18:35:46,Completed,973.41
21459,3852,66,Chicken Biryani,2026-02-22,20:51:16,Cancelled,266.9
21460,194,106,Burger,2025-11-09,10:21:46,Pending,598.95
21461,250,237,Dosa,2025-07-03,14:22:03,Cancelled,895.2
21462,3413,240,Pizza,2025-11-18,23:36:13,Pending,200.81
21463,1374,68,Pizza,2025-01-03,08:11:54,Pending,1914.86
21464,92,115,Fried Rice,2024-05-22,07:49:54,Completed,423.33
21465,3837,146,Fried Rice,2024-02-28,07:33:14,Completed,1645.73
21466,497,12,Burger,2024-03-24,06:12:12,Cancelled,665.22
21467,2316,142,Fried Rice,2025-09-17,00:08:52,Cancelled,1913.26
21468,3849,80,Pizza,2025-01-16,12:25:07,Completed,1212.47
21469,3807,50,Pizza,2026-01-31,17:54:32,Cancelled,1590.92
21470,2821,252,Chicken Biryani,2026-02-28,12:42:27,Completed,1390.22
21471,2692,122,Veg Biryani,2024-06-14,07:03:51,Cancelled,1057.43
21472,1983,198,Paneer Curry,2024-05-04,14:35:43,Completed,1144.99
21473,2268,193,Dosa,2026-03-10,21:35:00,Pending,1186.39
21474,2253,299,Paneer Curry,2026-01-11,21:31:09,Completed,968.97
21475,89,151,Pizza,2025-04-05,02:50:44,Completed,1659.65
21476,1537,106,Dosa,2024-11-29,08:34:19,Completed,738.11
21477,2846,228,Veg Biryani,2024-03-06,08:27:25,Pending,1920.92
21478,3374,86,Chicken Biryani,2025-10-16,01:03:48,Cancelled,173.57
21479,4108,170,Veg Biryani,2026-03-05,19:04:27,Cancelled,1360.59
21480,3103,99,Fried Rice,2025-11-08,10:53:13,Completed,444.8
21481,4817,204,Pasta,2024-07-03,03:16:11,Cancelled,1321.54
21482,3601,272,Fried Rice,2024-02-11,16:04:22,Completed,1849.06
21483,1351,137,Dosa,2025-01-14,00:47:56,Completed,1228.41
21484,4786,164,Pizza,2025-08-09,16:35:55,Pending,1680.56
21485,581,153,Pasta,2024-01-03,05:10:38,Pending,1795.57
21486,241,108,Dosa,2025-11-26,08:48:04,Pending,1334.82
21487,2897,171,Pasta,2025-06-08,15:29:20,Pending,1062.09
21488,4780,209,Burger,2024-05-03,13:11:11,Cancelled,1726.97
21489,1558,36,Dosa,2025-01-02,02:02:28,Cancelled,305.79
21490,4278,120,Burger,2024-01-26,21:18:50,Pending,1829.4
21491,584,114,Chicken Biryani,2024-11-03,00:30:32,Pending,124.07
21492,3161,234,Pizza,2025-10-17,10:31:50,Pending,1774.49
21493,1350,296,Burger,2025-10-11,11:10:08,Completed,354.77
21494,880,213,Burger,2024-05-06,00:59:01,Pending,1856.96
21495,74,17,Burger,2024-02-04,18:43:07,Completed,1465.04
21496,2342,196,Pizza,2025-02-01,20:14:02,Pending,179.3
21497,1721,188,Pasta,2026-01-03,22:04:07,Cancelled,1043.79
21498,2181,118,Veg Biryani,2025-09-19,04:54:17,Cancelled,242.05
21499,655,49,Fried Rice,2024-09-25,05:21:29,Pending,481.31
21500,1086,214,Fried Rice,2025-04-23,14:09:16,Cancelled,231.49
21501,3518,33,Chicken Biryani,2025-03-10,03:56:04,Completed,1213.64
21502,671,293,Paneer Curry,2025-05-17,18:25:49,Cancelled,1070
21503,2903,94,Pizza,2025-11-01,00:49:24,Pending,781.15
21504,3622,141,Pasta,2024-09-09,21:38:37,Cancelled,364.07
21505,4877,168,Pizza,2025-09-23,21:58:56,Completed,1145.79
21506,3497,253,Veg Biryani,2024-02-24,08:54:29,Pending,1337.66
21507,3820,260,Veg Biryani,2025-04-24,11:53:47,Pending,1164.88
21508,1878,214,Veg Biryani,2024-08-11,15:45:22,Pending,471.05
21509,3939,238,Burger,2026-01-11,06:14:40,Completed,463.29
21510,3286,225,Pizza,2024-03-01,21:36:59,Pending,1496.81
21511,4902,13,Fried Rice,2026-02-01,19:41:38,Cancelled,395.03
21512,805,56,Veg Biryani,2025-04-08,19:22:53,Pending,494.13
21513,1559,183,Pasta,2025-12-13,00:49:57,Cancelled,1251.7
21514,2876,155,Paneer Curry,2024-07-24,04:00:46,Completed,612.85
21515,1056,220,Dosa,2025-12-21,20:37:47,Completed,1261.53
21516,1480,279,Paneer Curry,2025-05-01,15:14:18,Pending,828.9
21517,1827,261,Pizza,2025-08-28,11:26:55,Completed,1596.35
21518,2995,96,Fried Rice,2025-02-12,07:29:52,Pending,395.32
21519,1709,106,Paneer Curry,2026-02-18,00:36:14,Cancelled,788.85
21520,426,22,Paneer Curry,2024-11-09,03:56:19,Completed,1414.22
21521,2203,74,Veg Biryani,2026-01-06,06:13:00,Cancelled,147.41
21522,2343,154,Paneer Curry,2024-11-28,01:34:10,Cancelled,912.34
21523,3750,28,Burger,2025-03-22,13:02:16,Pending,1174.34
21524,4985,163,Pizza,2026-01-21,20:24:19,Completed,1944.4
21525,1266,287,Fried Rice,2024-12-21,02:49:57,Completed,681.59
21526,2972,3,Pizza,2026-01-09,15:33:31,Cancelled,1330.65
21527,3643,198,Dosa,2024-02-10,20:25:04,Cancelled,1650.65
21528,1848,2,Pasta,2024-07-17,02:20:29,Completed,1987.7
21529,1822,198,Burger,2025-05-09,12:28:38,Pending,538.08
21530,426,162,Pasta,2024-04-04,21:42:30,Pending,1554.09
21531,1153,298,Paneer Curry,2024-09-08,10:21:01,Pending,1821.65
21532,1027,160,Paneer Curry,2025-03-11,09:10:45,Pending,513.42
21533,4970,186,Fried Rice,2025-06-04,16:14:28,Completed,398.72
21534,3736,247,Dosa,2025-08-05,19:23:17,Completed,364.57
21535,704,266,Dosa,2024-08-08,08:27:28,Pending,374.02
21536,3177,27,Chicken Biryani,2024-06-23,04:39:59,Cancelled,704.11
21537,901,73,Paneer Curry,2024-12-11,00:38:12,Completed,1019.54
21538,4390,96,Pasta,2024-12-01,21:22:36,Pending,423.32
21539,1504,127,Pizza,2025-09-25,09:17:10,Completed,1047.79
21540,1363,94,Fried Rice,2025-01-05,17:16:08,Pending,1178.32
21541,225,252,Paneer Curry,2024-05-26,13:52:49,Cancelled,726.51
21542,2642,162,Pasta,2026-01-30,06:09:07,Pending,816.19
21543,3503,7,Pasta,2025-05-09,16:21:02,Pending,703.96
21544,1438,230,Dosa,2024-05-05,20:22:24,Completed,619
21545,2562,2,Chicken Biryani,2024-01-20,08:42:53,Pending,639.75
21546,3451,202,Dosa,2024-06-01,12:30:35,Pending,1156.09
21547,2451,51,Dosa,2025-10-19,01:09:03,Cancelled,1469.75
21548,1753,36,Pizza,2024-12-17,12:03:05,Completed,1023.45
21549,2183,137,Paneer Curry,2025-02-27,23:14:53,Pending,442.87
21550,917,169,Fried Rice,2025-08-29,11:04:19,Pending,738.03
21551,915,266,Veg Biryani,2025-09-11,04:14:19,Pending,1568.83
21552,4930,168,Chicken Biryani,2025-06-08,00:50:39,Cancelled,424.5
21553,2875,229,Burger,2025-03-03,18:59:25,Pending,1287.69
21554,4057,188,Dosa,2026-01-15,09:57:30,Cancelled,1282.8
21555,1526,273,Chicken Biryani,2025-03-21,12:40:48,Cancelled,1204.86
21556,4083,109,Chicken Biryani,2024-10-11,05:27:20,Completed,1418.84
21557,2668,294,Pasta,2024-01-30,05:40:36,Pending,428.02
21558,1413,60,Veg Biryani,2024-05-25,22:22:22,Completed,1512.86
21559,2472,1,Dosa,2025-05-02,00:57:45,Pending,688.62
21560,3670,298,Burger,2024-09-29,13:16:22,Cancelled,1462.75
21561,3913,4,Paneer Curry,2025-06-14,01:10:03,Completed,1039.04
21562,2125,51,Dosa,2024-11-20,04:07:25,Completed,1499.59
21563,773,232,Veg Biryani,2025-12-14,13:58:02,Pending,364.89
21564,2474,272,Paneer Curry,2025-11-24,13:00:31,Completed,1021.15
21565,1338,180,Pizza,2025-04-28,23:11:27,Pending,1403.45
21566,22,201,Paneer Curry,2024-07-27,19:19:33,Completed,1379.57
21567,629,181,Veg Biryani,2024-09-15,11:46:00,Cancelled,1913.32
21568,2831,272,Burger,2025-08-07,21:58:29,Cancelled,1929.87
21569,1579,243,Dosa,2025-10-06,13:58:06,Pending,355.52
21570,1882,213,Dosa,2025-03-13,02:21:27,Pending,1024.99
21571,1732,296,Chicken Biryani,2024-12-24,11:47:09,Pending,1261.97
21572,1127,116,Burger,2024-02-17,05:52:37,Cancelled,317.59
21573,959,295,Dosa,2025-02-25,05:51:11,Pending,1694.91
21574,2130,91,Veg Biryani,2024-08-23,17:50:32,Pending,1047.94
21575,1833,150,Pasta,2024-09-07,00:06:28,Completed,1687.77
21576,3675,63,Burger,2025-09-22,06:36:13,Completed,1252.01
21577,203,173,Burger,2024-12-07,17:39:08,Cancelled,1695.3
21578,1687,71,Burger,2025-03-31,04:09:23,Completed,1031.07
21579,3160,18,Chicken Biryani,2025-03-14,11:53:36,Cancelled,712.98
21580,2514,170,Pasta,2024-09-11,02:57:08,Pending,989.84
21581,72,128,Pizza,2025-01-12,03:34:52,Completed,1531.36
21582,2609,48,Chicken Biryani,2025-12-31,16:11:05,Cancelled,896.23
21583,4552,27,Pizza,2024-11-29,12:49:07,Cancelled,526.21
21584,3802,81,Chicken Biryani,2024-01-19,17:56:42,Pending,1206.91
21585,2536,68,Fried Rice,2024-04-01,03:58:07,Pending,1388.17
21586,4869,210,Chicken Biryani,2025-05-07,23:20:59,Completed,458.37
21587,1244,8,Chicken Biryani,2024-04-23,12:04:31,Cancelled,1558.31
21588,4826,164,Fried Rice,2025-08-04,07:39:07,Completed,1902.42
21589,96,119,Fried Rice,2025-04-23,21:24:16,Pending,1066.39
21590,5000,114,Dosa,2025-01-19,23:15:20,Completed,1900.57
21591,3804,230,Fried Rice,2024-04-13,04:44:59,Completed,1020.21
21592,1557,3,Veg Biryani,2024-12-07,00:57:34,Pending,1521.96
21593,775,101,Paneer Curry,2024-09-02,01:38:47,Completed,215.82
21594,2562,252,Chicken Biryani,2025-01-26,08:09:46,Completed,1698.94
21595,3845,114,Veg Biryani,2025-02-16,04:28:41,Cancelled,850.91
21596,3494,253,Paneer Curry,2025-07-16,18:47:49,Completed,1547.9
21597,86,49,Veg Biryani,2024-01-15,16:18:21,Pending,952.2
21598,3413,198,Chicken Biryani,2025-03-30,16:57:32,Pending,187.08
21599,2840,243,Burger,2024-04-09,10:22:56,Cancelled,160.24
21600,1601,263,Veg Biryani,2025-08-19,12:28:14,Pending,732.16
21601,4992,155,Pizza,2024-02-18,02:07:10,Pending,832.47
21602,2740,128,Veg Biryani,2025-05-30,11:17:38,Pending,1672.24
21603,129,261,Pizza,2025-07-30,12:51:19,Cancelled,1831.25
21604,4680,201,Fried Rice,2024-02-23,02:50:30,Completed,1346.69
21605,399,252,Pizza,2025-01-26,05:30:59,Cancelled,560.51
21606,1916,291,Fried Rice,2025-02-07,17:32:56,Completed,1125.5
21607,4652,291,Pasta,2024-04-28,12:59:37,Cancelled,1429.78
21608,2350,1,Veg Biryani,2024-07-12,22:13:35,Cancelled,907.92
21609,2611,118,Paneer Curry,2024-05-22,16:00:53,Pending,1957.27
21610,46,274,Burger,2025-04-29,11:56:08,Completed,636.29
21611,2238,97,Veg Biryani,2025-05-08,05:17:11,Pending,708.97
21612,3811,242,Fried Rice,2025-07-27,14:40:29,Completed,1608.72
21613,4609,260,Veg Biryani,2024-10-11,20:52:30,Completed,566.44
21614,4833,196,Burger,2024-07-21,23:22:59,Completed,392.47
21615,3877,75,Fried Rice,2025-01-15,01:50:38,Pending,985.59
21616,1111,212,Chicken Biryani,2025-02-10,18:58:21,Pending,237.64
21617,1076,26,Paneer Curry,2025-02-09,22:16:34,Pending,741.15
21618,3703,286,Pasta,2024-07-04,20:02:51,Completed,895.39
21619,3512,163,Pasta,2026-03-06,07:32:35,Cancelled,1912.04
21620,3157,206,Burger,2024-12-08,13:55:37,Cancelled,1371.95
21621,4653,63,Pasta,2024-06-03,06:39:20,Pending,1113.03
21622,894,59,Burger,2026-01-10,15:23:23,Pending,1531.54
21623,1391,145,Pizza,2025-09-28,17:57:04,Completed,1269.73
21624,3584,263,Veg Biryani,2024-09-25,07:28:30,Pending,566.26
21625,1583,8,Chicken Biryani,2025-07-28,04:19:02,Cancelled,754.62
21626,4504,271,Pasta,2025-12-10,23:40:46,Pending,795.69
21627,4716,119,Paneer Curry,2024-05-03,19:03:05,Completed,459.32
21628,319,19,Chicken Biryani,2024-01-09,23:19:30,Completed,894.6
21629,4247,95,Dosa,2024-04-03,01:05:34,Completed,1100.83
21630,4474,68,Pasta,2025-02-01,20:36:14,Completed,1623.14
21631,2989,32,Pasta,2025-04-12,23:15:22,Pending,1730.14
21632,2301,169,Dosa,2024-07-27,20:51:11,Completed,1646.79
21633,492,35,Pasta,2025-12-10,15:49:41,Completed,1182.75
