delivery_id,order_id,delivery_status,delivery_time,rider_id
19557,19557,In Transit,98 mins,55
19558,19558,Not Delivered,41 mins,473
19559,19559,In Transit,113 mins,400
19560,19560,Not Delivered,58 mins,363
19561,19561,In Transit,22 mins,166
19562,19562,Not Delivered,51 mins,406
19563,19563,In Transit,60 mins,456
19564,19564,In Transit,118 mins,98
19565,19565,Delivered,66 mins,364
19566,19566,In Transit,66 mins,273
19567,19567,In Transit,71 mins,285
19568,19568,Delivered,71 mins,433
19569,19569,In Transit,97 mins,433
19570,19570,Not Delivered,63 mins,143
19571,19571,In Transit,36 mins,142
19572,19572,Not Delivered,79 mins,296
19573,19573,In Transit,120 mins,411
19574,19574,Delivered,78 mins,268
19575,19575,Not Delivered,36 mins,468
19576,19576,Delivered,71 mins,91
19577,19577,Not Delivered,77 mins,418
19578,19578,In Transit,89 mins,52
19579,19579,In Transit,54 mins,186
19580,19580,Not Delivered,97 mins,491
19581,19581,Delivered,97 mins,24
19582,19582,Delivered,97 mins,155
19583,19583,Delivered,100 mins,156
19584,19584,In Transit,39 mins,402
19585,19585,Not Delivered,87 mins,200
19586,19586,Delivered,69 mins,21
19587,19587,Not Delivered,63 mins,17
19588,19588,Not Delivered,108 mins,197
19589,19589,Not Delivered,115 mins,350
19590,19590,Not Delivered,102 mins,289
19591,19591,Not Delivered,115 mins,440
19592,19592,In Transit,17 mins,331
19593,19593,Delivered,120 mins,292
19594,19594,Delivered,68 mins,343
19595,19595,Delivered,28 mins,315
19596,19596,In Transit,97 mins,399
19597,19597,Not Delivered,73 mins,34
19598,19598,In Transit,72 mins,390
19599,19599,Not Delivered,85 mins,59
19600,19600,Not Delivered,87 mins,256
19601,19601,Delivered,72 mins,144
19602,19602,Delivered,37 mins,456
19603,19603,Delivered,71 mins,155
19604,19604,Not Delivered,71 mins,215
19605,19605,Delivered,116 mins,311
19606,19606,Not Delivered,51 mins,3
19607,19607,In Transit,20 mins,304
19608,19608,In Transit,54 mins,423
19609,19609,In Transit,108 mins,50
19610,19610,In Transit,17 mins,134
19611,19611,Delivered,102 mins,169
19612,19612,Delivered,55 mins,68
19613,19613,Not Delivered,73 mins,318
19614,19614,Not Delivered,67 mins,57
19615,19615,Not Delivered,116 mins,488
19616,19616,In Transit,37 mins,69
19617,19617,Delivered,45 mins,371
19618,19618,Delivered,43 mins,193
19619,19619,In Transit,66 mins,229
19620,19620,Not Delivered,111 mins,21
19621,19621,Delivered,50 mins,411
19622,19622,Delivered,82 mins,319
19623,19623,In Transit,87 mins,105
19624,19624,In Transit,88 mins,23
19625,19625,Delivered,118 mins,108
19626,19626,Delivered,71 mins,426
19627,19627,Not Delivered,91 mins,154
19628,19628,Delivered,80 mins,245
19629,19629,Not Delivered,25 mins,199
19630,19630,In Transit,102 mins,101
19631,19631,In Transit,21 mins,436
19632,19632,In Transit,67 mins,203
19633,19633,In Transit,97 mins,46
19634,19634,In Transit,23 mins,448
19635,19635,Not Delivered,15 mins,315
19636,19636,Not Delivered,70 mins,387
19637,19637,In Transit,107 mins,124
19638,19638,Not Delivered,82 mins,229
19639,19639,Delivered,19 mins,446
19640,19640,In Transit,80 mins,314
19641,19641,In Transit,73 mins,179
19642,19642,In Transit,111 mins,109
19643,19643,Delivered,91 mins,350
19644,19644,Delivered,45 mins,465
19645,19645,Not Delivered,114 mins,210
19646,19646,Delivered,113 mins,40
19647,19647,In Transit,59 mins,463
19648,19648,Delivered,90 mins,461
19649,19649,Delivered,72 mins,274
19650,19650,Not Delivered,86 mins,481
19651,19651,In Transit,47 mins,265
19652,19652,In Transit,39 mins,240
19653,19653,In Transit,31 mins,325
19654,19654,Not Delivered,102 mins,130
19655,19655,Delivered,27 mins,209
19656,19656,Not Delivered,64 mins,354
19657,19657,In Transit,85 mins,181
19658,19658,Not Delivered,88 mins,111
19659,19659,In Transit,76 mins,94
19660,19660,Not Delivered,41 mins,59
19661,19661,Delivered,47 mins,497
19662,19662,Not Delivered,27 mins,112
19663,19663,Not Delivered,32 mins,217
19664,19664,In Transit,29 mins,67
19665,19665,Not Delivered,37 mins,249
19666,19666,Not Delivered,15 mins,168
19667,19667,Not Delivered,15 mins,125
19668,19668,Not Delivered,16 mins,488
19669,19669,Not Delivered,108 mins,2
19670,19670,Not Delivered,33 mins,178
19671,19671,Not Delivered,47 mins,450
19672,19672,Not Delivered,24 mins,362
19673,19673,In Transit,70 mins,201
19674,19674,In Transit,90 mins,228
19675,19675,Not Delivered,80 mins,129
19676,19676,Delivered,36 mins,297
19677,19677,In Transit,18 mins,370
19678,19678,Not Delivered,34 mins,457
19679,19679,Delivered,94 mins,354
19680,19680,Not Delivered,84 mins,164
19681,19681,In Transit,86 mins,276
19682,19682,Delivered,15 mins,407
19683,19683,Not Delivered,50 mins,497
19684,19684,Not Delivered,81 mins,171
19685,19685,Delivered,118 mins,23
19686,19686,Delivered,36 mins,408
19687,19687,In Transit,64 mins,127
19688,19688,Delivered,112 mins,228
19689,19689,Not Delivered,110 mins,17
19690,19690,Delivered,72 mins,451
19691,19691,Delivered,95 mins,436
19692,19692,Delivered,78 mins,183
19693,19693,In Transit,49 mins,105
19694,19694,Delivered,40 mins,167
19695,19695,In Transit,51 mins,353
19696,19696,Delivered,119 mins,327
19697,19697,Not Delivered,25 mins,112
19698,19698,Not Delivered,84 mins,165
19699,19699,Not Delivered,76 mins,40
19700,19700,Not Delivered,59 mins,415
19701,19701,Not Delivered,38 mins,81
19702,19702,Not Delivered,33 mins,352
19703,19703,In Transit,80 mins,437
19704,19704,Delivered,112 mins,498
19705,19705,In Transit,41 mins,382
19706,19706,Not Delivered,84 mins,443
19707,19707,Not Delivered,117 mins,99
19708,19708,Not Delivered,74 mins,447
19709,19709,In Transit,51 mins,294
19710,19710,Delivered,73 mins,5
19711,19711,Not Delivered,81 mins,240
19712,19712,Delivered,66 mins,492
19713,19713,In Transit,99 mins,226
19714,19714,In Transit,97 mins,344
19715,19715,In Transit,117 mins,269
19716,19716,In Transit,31 mins,197
19717,19717,Not Delivered,49 mins,422
19718,19718,Delivered,15 mins,33
19719,19719,Delivered,43 mins,82
19720,19720,In Transit,93 mins,21
19721,19721,Not Delivered,96 mins,479
19722,19722,In Transit,75 mins,225
19723,19723,Delivered,65 mins,416
19724,19724,Delivered,47 mins,231
19725,19725,In Transit,76 mins,235
19726,19726,Delivered,104 mins,329
19727,19727,Not Delivered,81 mins,55
19728,19728,Delivered,61 mins,434
19729,19729,Delivered,91 mins,57
19730,19730,In Transit,47 mins,88
19731,19731,In Transit,27 mins,142
19732,19732,Not Delivered,32 mins,386
19733,19733,Not Delivered,45 mins,216
19734,19734,Delivered,29 mins,246
19735,19735,Not Delivered,118 mins,156
19736,19736,In Transit,111 mins,207
19737,19737,Delivered,98 mins,437
19738,19738,Not Delivered,44 mins,216
19739,19739,In Transit,82 mins,233
19740,19740,Not Delivered,93 mins,159
19741,19741,In Transit,99 mins,67
19742,19742,Not Delivered,70 mins,165
19743,19743,Delivered,85 mins,417
19744,19744,Delivered,23 mins,186
19745,19745,In Transit,65 mins,186
19746,19746,Delivered,42 mins,264
19747,19747,In Transit,17 mins,478
19748,19748,Not Delivered,59 mins,350
19749,19749,Delivered,26 mins,93
19750,19750,Delivered,96 mins,32
19751,19751,In Transit,88 mins,424
19752,19752,In Transit,73 mins,500
19753,19753,Not Delivered,93 mins,302
19754,19754,Delivered,87 mins,418
19755,19755,Delivered,44 mins,95
19756,19756,Not Delivered,29 mins,368
19757,19757,Delivered,108 mins,26
19758,19758,Not Delivered,68 mins,99
19759,19759,Not Delivered,82 mins,391
19760,19760,Delivered,85 mins,148
19761,19761,In Transit,83 mins,331
19762,19762,Delivered,71 mins,34
19763,19763,In Transit,18 mins,270
19764,19764,Delivered,97 mins,145
19765,19765,In Transit,60 mins,34
19766,19766,In Transit,70 mins,492
19767,19767,Delivered,92 mins,172
19768,19768,In Transit,113 mins,297
19769,19769,Delivered,39 mins,228
19770,19770,In Transit,95 mins,197
19771,19771,Not Delivered,23 mins,302
19772,19772,In Transit,83 mins,380
19773,19773,In Transit,85 mins,183
19774,19774,In Transit,100 mins,335
19775,19775,Not Delivered,106 mins,129
19776,19776,In Transit,89 mins,446
19777,19777,Delivered,67 mins,413
19778,19778,Not Delivered,96 mins,19
19779,19779,In Transit,102 mins,480
19780,19780,Not Delivered,61 mins,258
19781,19781,Delivered,115 mins,73
19782,19782,In Transit,118 mins,463
19783,19783,In Transit,39 mins,350
19784,19784,Not Delivered,102 mins,333
19785,19785,Delivered,118 mins,16
19786,19786,Not Delivered,16 mins,442
19787,19787,Delivered,42 mins,58
19788,19788,Delivered,105 mins,397
19789,19789,In Transit,29 mins,319
19790,19790,In Transit,87 mins,21
19791,19791,In Transit,34 mins,456
19792,19792,Not Delivered,51 mins,390
19793,19793,Delivered,64 mins,316
19794,19794,In Transit,116 mins,411
19795,19795,Not Delivered,73 mins,101
19796,19796,Delivered,117 mins,125
19797,19797,Not Delivered,43 mins,370
19798,19798,Delivered,68 mins,11
19799,19799,Delivered,86 mins,263
19800,19800,Not Delivered,29 mins,174
19801,19801,In Transit,45 mins,34
19802,19802,Not Delivered,100 mins,127
19803,19803,In Transit,78 mins,85
19804,19804,In Transit,97 mins,475
19805,19805,Not Delivered,103 mins,187
19806,19806,In Transit,48 mins,462
19807,19807,In Transit,109 mins,282
19808,19808,Delivered,33 mins,310
19809,19809,Not Delivered,101 mins,484
19810,19810,In Transit,53 mins,93
19811,19811,Delivered,48 mins,128
19812,19812,In Transit,75 mins,157
19813,19813,Not Delivered,60 mins,164
19814,19814,Delivered,97 mins,353
19815,19815,In Transit,19 mins,413
19816,19816,Delivered,73 mins,482
19817,19817,Not Delivered,41 mins,243
19818,19818,Not Delivered,50 mins,118
19819,19819,In Transit,97 mins,319
19820,19820,Not Delivered,75 mins,94
19821,19821,Not Delivered,25 mins,49
19822,19822,Delivered,100 mins,249
19823,19823,In Transit,72 mins,148
19824,19824,Delivered,70 mins,126
19825,19825,Not Delivered,60 mins,381
19826,19826,In Transit,92 mins,31
19827,19827,Not Delivered,36 mins,335
19828,19828,In Transit,79 mins,116
19829,19829,Delivered,17 mins,391
19830,19830,Not Delivered,50 mins,152
19831,19831,Not Delivered,34 mins,309
19832,19832,Delivered,95 mins,167
19833,19833,Delivered,95 mins,57
19834,19834,Delivered,115 mins,444
19835,19835,In Transit,50 mins,113
19836,19836,In Transit,16 mins,17
19837,19837,Delivered,106 mins,369
19838,19838,Delivered,38 mins,86
19839,19839,Not Delivered,19 mins,290
19840,19840,In Transit,91 mins,371
19841,19841,Delivered,40 mins,147
19842,19842,Not Delivered,116 mins,216
19843,19843,In Transit,24 mins,458
19844,19844,Not Delivered,112 mins,70
19845,19845,In Transit,85 mins,384
19846,19846,Delivered,73 mins,304
19847,19847,Not Delivered,118 mins,125
19848,19848,In Transit,15 mins,181
19849,19849,Not Delivered,34 mins,368
19850,19850,Delivered,32 mins,161
19851,19851,In Transit,18 mins,379
19852,19852,Delivered,36 mins,93
19853,19853,Not Delivered,75 mins,105
19854,19854,Not Delivered,41 mins,494
19855,19855,In Transit,82 mins,197
19856,19856,Delivered,23 mins,313
19857,19857,Not Delivered,97 mins,198
19858,19858,Delivered,53 mins,429
19859,19859,Not Delivered,53 mins,498
19860,19860,Delivered,75 mins,133
19861,19861,Delivered,90 mins,101
19862,19862,In Transit,86 mins,230
19863,19863,Delivered,46 mins,468
19864,19864,In Transit,99 mins,358
19865,19865,In Transit,113 mins,389
19866,19866,In Transit,37 mins,179
19867,19867,In Transit,58 mins,386
19868,19868,Not Delivered,113 mins,451
19869,19869,Delivered,108 mins,363
19870,19870,In Transit,95 mins,40
19871,19871,In Transit,42 mins,439
19872,19872,Delivered,56 mins,85
19873,19873,Delivered,45 mins,395
19874,19874,In Transit,93 mins,160
19875,19875,Not Delivered,95 mins,49
19876,19876,Not Delivered,98 mins,182
19877,19877,In Transit,67 mins,18
19878,19878,Delivered,95 mins,146
19879,19879,Not Delivered,119 mins,107
19880,19880,Not Delivered,26 mins,5
19881,19881,In Transit,29 mins,85
19882,19882,In Transit,67 mins,125
19883,19883,Not Delivered,105 mins,109
19884,19884,In Transit,50 mins,484
19885,19885,In Transit,60 mins,269
19886,19886,Delivered,27 mins,416
19887,19887,Not Delivered,93 mins,251
19888,19888,In Transit,54 mins,168
19889,19889,Not Delivered,110 mins,353
19890,19890,Delivered,89 mins,163
19891,19891,Delivered,16 mins,494
19892,19892,In Transit,49 mins,149
19893,19893,Not Delivered,101 mins,14
19894,19894,In Transit,109 mins,422
19895,19895,In Transit,76 mins,273
19896,19896,Delivered,49 mins,34
19897,19897,In Transit,39 mins,106
19898,19898,Delivered,55 mins,133
19899,19899,Not Delivered,36 mins,466
19900,19900,Not Delivered,63 mins,46
19901,19901,Not Delivered,20 mins,346
19902,19902,In Transit,34 mins,203
19903,19903,Delivered,42 mins,114
19904,19904,Delivered,104 mins,450
19905,19905,Not Delivered,63 mins,237
19906,19906,In Transit,92 mins,8
19907,19907,Delivered,85 mins,379
19908,19908,In Transit,49 mins,129
19909,19909,In Transit,97 mins,284
19910,19910,Delivered,105 mins,93
19911,19911,Delivered,92 mins,317
19912,19912,In Transit,20 mins,133
19913,19913,In Transit,42 mins,435
19914,19914,In Transit,82 mins,355
19915,19915,Not Delivered,98 mins,342
19916,19916,In Transit,69 mins,204
19917,19917,Delivered,81 mins,194
19918,19918,In Transit,108 mins,115
19919,19919,Not Delivered,107 mins,148
19920,19920,In Transit,77 mins,125
19921,19921,Not Delivered,102 mins,28
19922,19922,Delivered,104 mins,86
19923,19923,Not Delivered,91 mins,284
19924,19924,Delivered,62 mins,419
19925,19925,Delivered,59 mins,61
19926,19926,In Transit,50 mins,152
19927,19927,In Transit,46 mins,481
19928,19928,Not Delivered,78 mins,200
19929,19929,Not Delivered,100 mins,135
19930,19930,Not Delivered,95 mins,73
19931,19931,Not Delivered,29 mins,290
19932,19932,Not Delivered,31 mins,183
19933,19933,Delivered,91 mins,83
19934,19934,Delivered,101 mins,304
19935,19935,Delivered,42 mins,186
19936,19936,In Transit,111 mins,470
19937,19937,Not Delivered,59 mins,392
19938,19938,Delivered,63 mins,231
19939,19939,Not Delivered,60 mins,244
19940,19940,Not Delivered,49 mins,365
19941,19941,In Transit,67 mins,191
19942,19942,In Transit,106 mins,419
19943,19943,Delivered,42 mins,433
19944,19944,Delivered,40 mins,69
19945,19945,Not Delivered,96 mins,386
19946,19946,In Transit,57 mins,291
19947,19947,Delivered,96 mins,363
19948,19948,Not Delivered,39 mins,302
19949,19949,Delivered,53 mins,234
19950,19950,In Transit,34 mins,291
19951,19951,Delivered,104 mins,146
19952,19952,Not Delivered,120 mins,222
19953,19953,Not Delivered,60 mins,113
19954,19954,Not Delivered,114 mins,242
19955,19955,Delivered,32 mins,68
19956,19956,Delivered,47 mins,24
19957,19957,Delivered,89 mins,277
19958,19958,Delivered,90 mins,339
19959,19959,Delivered,116 mins,232
19960,19960,In Transit,27 mins,262
19961,19961,Delivered,49 mins,98
19962,19962,In Transit,87 mins,248
19963,19963,Delivered,89 mins,491
19964,19964,In Transit,68 mins,354
19965,19965,In Transit,59 mins,152
19966,19966,Delivered,76 mins,110
19967,19967,Delivered,71 mins,30
19968,19968,In Transit,53 mins,184
19969,19969,Not Delivered,103 mins,383
19970,19970,Delivered,78 mins,434
19971,19971,In Transit,79 mins,488
19972,19972,Delivered,102 mins,114
19973,19973,In Transit,47 mins,70
19974,19974,Not Delivered,114 mins,366
19975,19975,Not Delivered,83 mins,341
19976,19976,Not Delivered,34 mins,214
19977,19977,Delivered,65 mins,82
19978,19978,In Transit,24 mins,111
19979,19979,Not Delivered,61 mins,185
19980,19980,Delivered,92 mins,337
19981,19981,Not Delivered,42 mins,124
19982,19982,Delivered,52 mins,318
19983,19983,Delivered,111 mins,349
19984,19984,In Transit,66 mins,134
19985,19985,In Transit,114 mins,39
19986,19986,In Transit,109 mins,162
19987,19987,In Transit,107 mins,85
19988,19988,Not Delivered,88 mins,394
19989,19989,In Transit,107 mins,373
19990,19990,Delivered,30 mins,304
19991,19991,In Transit,104 mins,440
19992,19992,In Transit,74 mins,294
19993,19993,Delivered,81 mins,473
19994,19994,Not Delivered,56 mins,424
19995,19995,Delivered,93 mins,121
19996,19996,In Transit,67 mins,180
19997,19997,Delivered,16 mins,258
19998,19998,Delivered,65 mins,323
19999,19999,In Transit,111 mins,7
20000,20000,Delivered,109 mins,168
20001,20001,Not Delivered,80 mins,376
20002,20002,Not Delivered,48 mins,401
20003,20003,In Transit,85 mins,341
20004,20004,Not Delivered,58 mins,139
20005,20005,Delivered,112 mins,118
20006,20006,Delivered,66 mins,306
20007,20007,In Transit,93 mins,254
20008,20008,In Transit,15 mins,141
20009,20009,Not Delivered,49 mins,133
20010,20010,Not Delivered,19 mins,295
20011,20011,Delivered,76 mins,77
20012,20012,Delivered,45 mins,52
20013,20013,Not Delivered,16 mins,391
20014,20014,In Transit,46 mins,324
20015,20015,In Transit,56 mins,300
20016,20016,Not Delivered,104 mins,307
20017,20017,Not Delivered,84 mins,380
20018,20018,Not Delivered,101 mins,283
20019,20019,Delivered,102 mins,202
20020,20020,Not Delivered,37 mins,363
20021,20021,Delivered,94 mins,299
20022,20022,Delivered,28 mins,428
20023,20023,Delivered,45 mins,332
20024,20024,Delivered,72 mins,340
20025,20025,In Transit,47 mins,369
20026,20026,Delivered,23 mins,323
20027,20027,Not Delivered,86 mins,218
20028,20028,Delivered,46 mins,418
20029,20029,In Transit,112 mins,22
20030,20030,Delivered,69 mins,295
20031,20031,In Transit,46 mins,173
20032,20032,Not Delivered,57 mins,10
20033,20033,Delivered,53 mins,269
20034,20034,In Transit,72 mins,91
20035,20035,Delivered,83 mins,306
20036,20036,Delivered,58 mins,254
20037,20037,Delivered,32 mins,18
20038,20038,In Transit,19 mins,497
20039,20039,In Transit,59 mins,92
20040,20040,Not Delivered,84 mins,102
20041,20041,In Transit,109 mins,325
20042,20042,Delivered,87 mins,88
20043,20043,In Transit,81 mins,305
20044,20044,Delivered,29 mins,8
20045,20045,Delivered,64 mins,416
20046,20046,In Transit,18 mins,207
20047,20047,In Transit,107 mins,137
20048,20048,In Transit,30 mins,309
20049,20049,Delivered,67 mins,136
20050,20050,In Transit,70 mins,352
20051,20051,In Transit,115 mins,34
20052,20052,In Transit,92 mins,233
20053,20053,In Transit,17 mins,356
20054,20054,Not Delivered,77 mins,257
20055,20055,In Transit,93 mins,274
20056,20056,In Transit,34 mins,338
20057,20057,Delivered,48 mins,391
20058,20058,In Transit,118 mins,166
20059,20059,In Transit,38 mins,377
20060,20060,Delivered,69 mins,139
20061,20061,In Transit,84 mins,241
20062,20062,Not Delivered,101 mins,136
20063,20063,In Transit,89 mins,429
20064,20064,In Transit,97 mins,51
20065,20065,Delivered,25 mins,84
20066,20066,Delivered,72 mins,31
20067,20067,Delivered,28 mins,417
20068,20068,In Transit,28 mins,295
20069,20069,In Transit,68 mins,440
20070,20070,Not Delivered,26 mins,77
20071,20071,Not Delivered,27 mins,269
20072,20072,Delivered,79 mins,305
20073,20073,Not Delivered,29 mins,102
20074,20074,Delivered,18 mins,207
20075,20075,In Transit,108 mins,238
20076,20076,Delivered,117 mins,433
20077,20077,Delivered,105 mins,288
20078,20078,Delivered,92 mins,223
20079,20079,Not Delivered,45 mins,85
20080,20080,Not Delivered,42 mins,349
20081,20081,Not Delivered,47 mins,88
20082,20082,Delivered,92 mins,158
20083,20083,Delivered,83 mins,246
20084,20084,Delivered,34 mins,27
20085,20085,Delivered,22 mins,418
20086,20086,Delivered,115 mins,334
20087,20087,Not Delivered,99 mins,7
20088,20088,In Transit,70 mins,176
20089,20089,Not Delivered,64 mins,245
20090,20090,Not Delivered,114 mins,397
20091,20091,In Transit,21 mins,94
20092,20092,In Transit,115 mins,120
20093,20093,Not Delivered,37 mins,431
20094,20094,In Transit,63 mins,374
20095,20095,Delivered,58 mins,225
20096,20096,Not Delivered,97 mins,483
20097,20097,Not Delivered,21 mins,451
20098,20098,Not Delivered,67 mins,244
20099,20099,Not Delivered,78 mins,193
20100,20100,Delivered,40 mins,352
20101,20101,In Transit,23 mins,91
20102,20102,Not Delivered,21 mins,128
20103,20103,Delivered,108 mins,275
20104,20104,In Transit,111 mins,180
20105,20105,Delivered,45 mins,434
20106,20106,In Transit,92 mins,36
20107,20107,Not Delivered,16 mins,185
20108,20108,Not Delivered,53 mins,288
20109,20109,Delivered,32 mins,416
20110,20110,In Transit,82 mins,17
20111,20111,In Transit,64 mins,279
20112,20112,Not Delivered,26 mins,260
20113,20113,In Transit,62 mins,209
20114,20114,Delivered,58 mins,18
20115,20115,Delivered,34 mins,144
20116,20116,Delivered,23 mins,380
20117,20117,Not Delivered,101 mins,130
20118,20118,In Transit,79 mins,9
20119,20119,Not Delivered,54 mins,365
20120,20120,Delivered,75 mins,13
20121,20121,In Transit,91 mins,407
20122,20122,Delivered,105 mins,294
20123,20123,Not Delivered,91 mins,116
20124,20124,Delivered,61 mins,392
20125,20125,In Transit,100 mins,379
20126,20126,Not Delivered,16 mins,164
20127,20127,Not Delivered,76 mins,362
20128,20128,Not Delivered,103 mins,170
20129,20129,Not Delivered,81 mins,80
20130,20130,In Transit,97 mins,371
20131,20131,In Transit,52 mins,375
20132,20132,Not Delivered,109 mins,476
20133,20133,Delivered,55 mins,118
20134,20134,In Transit,17 mins,149
20135,20135,In Transit,39 mins,253
20136,20136,In Transit,88 mins,61
20137,20137,Delivered,69 mins,417
20138,20138,In Transit,22 mins,11
20139,20139,In Transit,21 mins,341
20140,20140,Delivered,59 mins,27
20141,20141,In Transit,84 mins,14
20142,20142,In Transit,83 mins,135
20143,20143,In Transit,57 mins,90
20144,20144,Not Delivered,54 mins,401
20145,20145,Delivered,101 mins,297
20146,20146,Delivered,75 mins,369
20147,20147,Delivered,82 mins,353
20148,20148,In Transit,27 mins,258
20149,20149,Not Delivered,85 mins,82
20150,20150,Delivered,45 mins,317
20151,20151,Delivered,55 mins,254
20152,20152,In Transit,42 mins,448
20153,20153,In Transit,75 mins,293
20154,20154,In Transit,120 mins,410
20155,20155,In Transit,81 mins,451
20156,20156,Delivered,116 mins,467
20157,20157,In Transit,80 mins,54
20158,20158,Delivered,72 mins,499
20159,20159,In Transit,56 mins,90
20160,20160,In Transit,31 mins,483
20161,20161,Not Delivered,100 mins,270
20162,20162,Delivered,40 mins,424
20163,20163,Delivered,86 mins,53
20164,20164,In Transit,33 mins,334
20165,20165,In Transit,26 mins,372
20166,20166,Delivered,95 mins,409
20167,20167,In Transit,39 mins,178
20168,20168,Delivered,87 mins,19
20169,20169,Not Delivered,25 mins,73
20170,20170,Not Delivered,97 mins,373
20171,20171,In Transit,71 mins,381
20172,20172,Delivered,70 mins,463
20173,20173,Delivered,50 mins,327
20174,20174,Not Delivered,104 mins,273
20175,20175,Not Delivered,18 mins,191
20176,20176,Not Delivered,61 mins,91
20177,20177,Not Delivered,74 mins,166
20178,20178,In Transit,98 mins,30
20179,20179,Not Delivered,49 mins,238
20180,20180,In Transit,42 mins,76
20181,20181,Delivered,25 mins,137
20182,20182,Delivered,34 mins,432
20183,20183,Not Delivered,45 mins,224
20184,20184,Not Delivered,23 mins,107
20185,20185,In Transit,72 mins,174
20186,20186,In Transit,110 mins,63
20187,20187,Delivered,72 mins,217
20188,20188,Delivered,38 mins,424
20189,20189,Not Delivered,26 mins,189
20190,20190,Delivered,91 mins,1
20191,20191,Delivered,95 mins,56
20192,20192,Delivered,107 mins,427
20193,20193,In Transit,97 mins,210
20194,20194,In Transit,18 mins,41
20195,20195,Delivered,115 mins,481
20196,20196,Not Delivered,86 mins,179
20197,20197,Delivered,44 mins,193
20198,20198,Not Delivered,116 mins,389
20199,20199,Delivered,117 mins,469
20200,20200,In Transit,110 mins,481
20201,20201,Delivered,104 mins,136
20202,20202,Delivered,120 mins,170
20203,20203,In Transit,112 mins,268
20204,20204,In Transit,101 mins,437
20205,20205,In Transit,22 mins,98
20206,20206,In Transit,22 mins,403
20207,20207,In Transit,60 mins,403
20208,20208,In Transit,115 mins,415
20209,20209,Not Delivered,55 mins,279
20210,20210,In Transit,90 mins,458
20211,20211,Not Delivered,96 mins,152
20212,20212,Delivered,84 mins,45
20213,20213,Not Delivered,79 mins,201
20214,20214,Not Delivered,91 mins,100
20215,20215,Delivered,115 mins,62
20216,20216,In Transit,101 mins,446
20217,20217,Not Delivered,112 mins,305
20218,20218,Delivered,42 mins,168
20219,20219,In Transit,61 mins,73
20220,20220,Not Delivered,119 mins,70
20221,20221,Delivered,44 mins,264
20222,20222,In Transit,41 mins,159
20223,20223,Delivered,87 mins,255
20224,20224,Delivered,62 mins,347
20225,20225,Delivered,49 mins,436
20226,20226,Delivered,81 mins,133
20227,20227,In Transit,55 mins,404
20228,20228,Not Delivered,78 mins,484
20229,20229,Delivered,81 mins,374
20230,20230,Delivered,107 mins,320
20231,20231,Not Delivered,118 mins,186
20232,20232,Not Delivered,48 mins,62
20233,20233,Not Delivered,61 mins,222
20234,20234,Not Delivered,106 mins,435
20235,20235,Delivered,95 mins,450
20236,20236,Not Delivered,22 mins,56
20237,20237,Not Delivered,108 mins,265
20238,20238,Not Delivered,120 mins,143
20239,20239,Not Delivered,43 mins,423
20240,20240,Not Delivered,45 mins,109
20241,20241,In Transit,35 mins,114
20242,20242,Not Delivered,65 mins,104
20243,20243,Not Delivered,92 mins,349
20244,20244,In Transit,99 mins,225
20245,20245,In Transit,116 mins,384
20246,20246,Delivered,58 mins,435
20247,20247,Not Delivered,101 mins,159
20248,20248,Delivered,49 mins,271
20249,20249,Delivered,108 mins,499
20250,20250,In Transit,22 mins,263
20251,20251,Not Delivered,54 mins,83
20252,20252,Not Delivered,96 mins,220
20253,20253,Delivered,25 mins,216
20254,20254,Delivered,97 mins,315
20255,20255,In Transit,48 mins,8
20256,20256,Not Delivered,117 mins,242
20257,20257,Not Delivered,27 mins,59
20258,20258,Not Delivered,81 mins,161
20259,20259,Not Delivered,89 mins,254
20260,20260,In Transit,110 mins,211
20261,20261,In Transit,113 mins,423
20262,20262,In Transit,100 mins,82
20263,20263,Delivered,49 mins,208
20264,20264,In Transit,26 mins,23
20265,20265,Not Delivered,113 mins,86
20266,20266,Delivered,61 mins,299
20267,20267,Not Delivered,35 mins,108
20268,20268,Delivered,32 mins,104
20269,20269,In Transit,100 mins,414
20270,20270,In Transit,94 mins,89
20271,20271,Not Delivered,42 mins,10
20272,20272,In Transit,118 mins,231
20273,20273,Delivered,103 mins,87
20274,20274,Not Delivered,81 mins,244
20275,20275,Delivered,101 mins,197
20276,20276,In Transit,32 mins,105
20277,20277,Not Delivered,85 mins,383
20278,20278,Delivered,19 mins,385
20279,20279,Delivered,34 mins,90
20280,20280,Delivered,70 mins,215
20281,20281,In Transit,70 mins,15
20282,20282,Not Delivered,30 mins,372
20283,20283,In Transit,61 mins,330
20284,20284,Delivered,78 mins,429
20285,20285,Not Delivered,51 mins,257
20286,20286,Not Delivered,117 mins,103
20287,20287,In Transit,76 mins,479
20288,20288,Not Delivered,114 mins,291
20289,20289,In Transit,98 mins,432
20290,20290,Delivered,94 mins,26
20291,20291,In Transit,28 mins,310
20292,20292,Not Delivered,17 mins,321
20293,20293,In Transit,87 mins,386
20294,20294,Not Delivered,50 mins,259
20295,20295,Delivered,75 mins,74
20296,20296,In Transit,29 mins,304
20297,20297,Not Delivered,101 mins,287
20298,20298,Delivered,17 mins,302
20299,20299,Delivered,62 mins,161
20300,20300,Delivered,68 mins,356
20301,20301,In Transit,106 mins,277
20302,20302,Delivered,101 mins,234
20303,20303,In Transit,94 mins,101
20304,20304,In Transit,46 mins,363
20305,20305,Delivered,92 mins,224
